"Food ID"	"Nutrient ID"	"Description"	"Scale"	"Value"	"Category"	""
"01A10065"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A10065"	"ETOHM"	"Ethanol"	"g"	"3.9"	"PRO"	""
"01A10065"	"FRU"	"Fructose"	"g"	"0"	"PRO"	""
"01A10065"	"GLUC"	"Glucose"	"g"	"0"	"PRO"	""
"01A10065"	"SUC"	"Sucrose"	"g"	"0"	"PRO"	""
"01A10065"	"MALT"	"Maltose"	"g"	".3"	"PRO"	""
"01A10065"	"LACT"	"Lactose"	"g"	"0"	"PRO"	""
"01A10065"	"MALT3"	"Maltotriose"	"g"	".2"	"PRO"	""
"01A10065"	"TOTALSUGARS"	"Total sugars"	"g"	".3"	"PRO"	""
"01A10065"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A10065"	"DEXTRIN"	"Dextrin"	"g"	"1.7"	"PRO"	""
"01A10065"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"2.2"	"PRO"	""
"01A10065"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"2.2"	"CHO"	""
"01A10065"	"ACETIC"	"Acetic acid"	"g"	"0"	"OA"	""
"01A10065"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A10065"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A10065"	"MALIC"	"Malic acid"	"g"	"0"	"OA"	""
"01A10065"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A10065"	"SB"	"Antimony (Sb)"	"ug"	"0"	"MNS"	""
"01A10065"	"AS"	"Arsenic (As)"	"ug"	".4"	"MNS"	""
"01A10065"	"CD"	"Cadmium (Cd)"	"ug"	"0"	"MNS"	""
"01A10065"	"CA"	"Calcium (Ca)"	"mg"	"4"	"MNS"	""
"01A10065"	"CR"	"Chromium (Cr)"	"ug"	".5"	"MNS"	""
"01A10065"	"CU"	"Copper (Cu)"	"mg"	".003"	"MNS"	""
"01A10065"	"F"	"Fluoride (F)"	"ug"	"39.23"	"MNS"	""
"01A10065"	"I"	"Iodine (I)"	"ug"	".5"	"MNS"	""
"01A10065"	"FE"	"Iron (Fe)"	"mg"	"0"	"MNS"	""
"01A10065"	"PB"	"Lead (Pb)"	"ug"	"0"	"MNS"	""
"01A10065"	"MG"	"Magnesium (Mg)"	"mg"	"6"	"MNS"	""
"01A10065"	"MN"	"Manganese (Mn)"	"mg"	"0"	"MNS"	""
"01A10065"	"HG"	"Mercury (Hg)"	"ug"	"0"	"MNS"	""
"01A10065"	"MO"	"Molybdenum (Mo)"	"ug"	"0"	"MNS"	""
"01A10065"	"NI"	"Nickel (Ni)"	"ug"	"1"	"MNS"	""
"01A10065"	"P"	"Phosphorus (P)"	"mg"	"12"	"MNS"	""
"01A10065"	"K"	"Potassium (K)"	"mg"	"31"	"MNS"	""
"01A10065"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A10065"	"NA"	"Sodium (Na)"	"mg"	"9"	"MNS"	""
"01A10065"	"S"	"Sulphur (S)"	"mg"	"10"	"MNS"	""
"01A10065"	"SN"	"Tin (Sn)"	"ug"	"0"	"MNS"	""
"01A10065"	"ZN"	"Zinc (Zn)"	"mg"	"0"	"MNS"	""
"01A10065"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A10065"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A10065"	"B3"	"Niacin (B3)"	"mg"	".42"	"VIT"	""
"01A10065"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".47"	"VIT"	""
"01A10065"	"PANT"	"Pantothenic acid (B5)"	"mg"	".04"	"VIT"	""
"01A10065"	"B6"	"Pyridoxine (B6)"	"mg"	".03"	"VIT"	""
"01A10065"	"BIOTIN"	"Biotin (B7)"	"ug"	"1.1"	"VIT"	""
"01A10065"	"B12"	"Cobalamin (B12)"	"ug"	"0"	"VIT"	""
"01A10065"	"FOLFD"	"Folate, natural"	"ug"	"0"	"VIT"	""
"01A10065"	"FOLATETOT"	"Total folates"	"ug"	"0"	"VIT"	""
"01A10065"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"0"	"VIT"	""
"01A10065"	"ACAR"	"Alpha carotene"	"ug"	"0"	"VIT"	""
"01A10065"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A10065"	"CRYP"	"Cryptoxanthin"	"ug"	"0"	"VIT"	""
"01A10065"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A10065"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A10065"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A10065"	"VITC"	"Vitamin C"	"mg"	"2"	"VIT"	""
"01A10065"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A10065"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10065"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A10065"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10065"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A10065"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A10065"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A10065"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10065"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10065"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A10065"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10065"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A10065"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10065"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A10065"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A10065"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A10065"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10065"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A10065"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A10073"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"130"	"PRO"	""
"01A10073"	"MOIS"	"Moisture"	"g"	"95.8"	"PRO"	""
"01A10073"	"PROT"	"Protein"	"g"	".3"	"PRO"	""
"01A10073"	"NIT"	"Nitrogen"	"g"	".04"	"PRO"	""
"01A10073"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A10073"	"ASH"	"Ash"	"g"	".1"	"PRO"	""
"01A10073"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A10073"	"ETOHM"	"Ethanol"	"g"	"3.3"	"PRO"	""
"01A10073"	"FRU"	"Fructose"	"g"	"0"	"PRO"	""
"01A10073"	"GLUC"	"Glucose"	"g"	"0"	"PRO"	""
"01A10073"	"SUC"	"Sucrose"	"g"	"0"	"PRO"	""
"01A10073"	"MALT"	"Maltose"	"g"	".2"	"PRO"	""
"01A10073"	"LACT"	"Lactose"	"g"	"0"	"PRO"	""
"01A10073"	"MALT3"	"Maltotriose"	"g"	".2"	"PRO"	""
"01A10073"	"TOTALSUGARS"	"Total sugars"	"g"	".2"	"PRO"	""
"01A10073"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A10073"	"DEXTRIN"	"Dextrin"	"g"	"1.5"	"PRO"	""
"01A10073"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"1.9"	"PRO"	""
"01A10073"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"1.9"	"CHO"	""
"01A10073"	"ACETIC"	"Acetic acid"	"g"	"0"	"OA"	""
"01A10073"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A10073"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A10073"	"MALIC"	"Malic acid"	"g"	"0"	"OA"	""
"01A10073"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A10073"	"SB"	"Antimony (Sb)"	"ug"	"0"	"MNS"	""
"01A10073"	"AS"	"Arsenic (As)"	"ug"	".4"	"MNS"	""
"01A10073"	"CD"	"Cadmium (Cd)"	"ug"	"0"	"MNS"	""
"01A10073"	"CA"	"Calcium (Ca)"	"mg"	"4"	"MNS"	""
"01A10073"	"CR"	"Chromium (Cr)"	"ug"	".7"	"MNS"	""
"01A10073"	"CU"	"Copper (Cu)"	"mg"	".003"	"MNS"	""
"01A10073"	"F"	"Fluoride (F)"	"ug"	"66.4"	"MNS"	""
"01A10073"	"I"	"Iodine (I)"	"ug"	".5"	"MNS"	""
"01A10073"	"FE"	"Iron (Fe)"	"mg"	"0"	"MNS"	""
"01A10073"	"PB"	"Lead (Pb)"	"ug"	"0"	"MNS"	""
"01A10073"	"MG"	"Magnesium (Mg)"	"mg"	"6"	"MNS"	""
"01A10073"	"HG"	"Mercury (Hg)"	"ug"	"0"	"MNS"	""
"01A10073"	"MO"	"Molybdenum (Mo)"	"ug"	"0"	"MNS"	""
"01A10073"	"NI"	"Nickel (Ni)"	"ug"	"1"	"MNS"	""
"01A10073"	"P"	"Phosphorus (P)"	"mg"	"13"	"MNS"	""
"01A10073"	"K"	"Potassium (K)"	"mg"	"31"	"MNS"	""
"01A10073"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A10073"	"NA"	"Sodium (Na)"	"mg"	"7"	"MNS"	""
"01A10073"	"S"	"Sulphur (S)"	"mg"	"8"	"MNS"	""
"01A10073"	"SN"	"Tin (Sn)"	"ug"	"0"	"MNS"	""
"01A10073"	"ZN"	"Zinc (Zn)"	"mg"	"0"	"MNS"	""
"01A10073"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A10073"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A10073"	"B3"	"Niacin (B3)"	"mg"	".34"	"VIT"	""
"01A10073"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".39"	"VIT"	""
"01A10073"	"PANT"	"Pantothenic acid (B5)"	"mg"	".04"	"VIT"	""
"01A10073"	"B6"	"Pyridoxine (B6)"	"mg"	".03"	"VIT"	""
"01A10073"	"BIOTIN"	"Biotin (B7)"	"ug"	"1"	"VIT"	""
"01A10073"	"B12"	"Cobalamin (B12)"	"ug"	"0"	"VIT"	""
"01A10073"	"FOLFD"	"Folate, natural"	"ug"	"0"	"VIT"	""
"01A10073"	"FOLATETOT"	"Total folates"	"ug"	"0"	"VIT"	""
"01A10073"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"0"	"VIT"	""
"01A10073"	"ACAR"	"Alpha carotene"	"ug"	"0"	"VIT"	""
"01A10073"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A10073"	"CRYP"	"Cryptoxanthin"	"ug"	"0"	"VIT"	""
"01A10073"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A10073"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A10073"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A10073"	"VITC"	"Vitamin C"	"mg"	"2"	"VIT"	""
"01A10073"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A10073"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10073"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A10073"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10073"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A10073"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A10073"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A10073"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10073"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10073"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A10073"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10073"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A10073"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10073"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A10073"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A10073"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A10073"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10073"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A10073"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A10066"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"154"	"PRO"	""
"01A10066"	"MOIS"	"Moisture"	"g"	"93.1"	"PRO"	""
"01A10066"	"PROT"	"Protein"	"g"	".5"	"PRO"	""
"01A10066"	"NIT"	"Nitrogen"	"g"	".08"	"PRO"	""
"01A10066"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A10066"	"AOACDFTOTW"	"Dietary fibre"	"g"	".1"	"PRO"	""
"01A10066"	"ETOHM"	"Ethanol"	"g"	"3.8"	"PRO"	""
"01A10066"	"TOTALSUGARS"	"Total sugars"	"g"	".2"	"PRO"	""
"01A10066"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A10066"	"DEXTRIN"	"Dextrin"	"g"	"1.8"	"PRO"	""
"01A10066"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"2"	"PRO"	""
"01A10066"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"2"	"CHO"	""
"01A10066"	"CA"	"Calcium (Ca)"	"mg"	"4"	"MNS"	""
"01A10066"	"FE"	"Iron (Fe)"	"mg"	".1"	"MNS"	""
"01A10066"	"MG"	"Magnesium (Mg)"	"mg"	"7"	"MNS"	""
"01A10066"	"P"	"Phosphorus (P)"	"mg"	"12"	"MNS"	""
"01A10066"	"K"	"Potassium (K)"	"mg"	"38"	"MNS"	""
"01A10066"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A10066"	"NA"	"Sodium (Na)"	"mg"	"8"	"MNS"	""
"01A10066"	"ZN"	"Zinc (Zn)"	"mg"	".04"	"MNS"	""
"01A10066"	"B1"	"Thiamin (B1)"	"mg"	".07"	"VIT"	""
"01A10066"	"B2"	"Riboflavin (B2)"	"mg"	".02"	"VIT"	""
"01A10066"	"B3"	"Niacin (B3)"	"mg"	".62"	"VIT"	""
"01A10066"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".71"	"VIT"	""
"01A10066"	"FOLFD"	"Folate, natural"	"ug"	"6"	"VIT"	""
"01A10066"	"FOLATETOT"	"Total folates"	"ug"	"6"	"VIT"	""
"01A10066"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"6"	"VIT"	""
"01A10066"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A10066"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A10066"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A10066"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A10066"	"VITC"	"Vitamin C"	"mg"	"2"	"VIT"	""
"01A10066"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A10066"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10066"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A10066"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10066"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A10066"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A10066"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A10066"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10066"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A10066"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A10066"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10066"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A10066"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10066"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A10066"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A10066"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A10066"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A10066"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A10066"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A10067"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"153"	"PRO"	""
"01A10067"	"MOIS"	"Moisture"	"g"	"93.5"	"PRO"	""
"01A10067"	"PROT"	"Protein"	"g"	".3"	"PRO"	""
"01A10067"	"NIT"	"Nitrogen"	"g"	".05"	"PRO"	""
"01A10067"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A10067"	"ASH"	"Ash"	"g"	".1"	"PRO"	""
"01A10067"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A10067"	"ETOHM"	"Ethanol"	"g"	"4"	"PRO"	""
"01A10067"	"FRU"	"Fructose"	"g"	"0"	"PRO"	""
"01A10067"	"GLUC"	"Glucose"	"g"	"0"	"PRO"	""
"01A10067"	"SUC"	"Sucrose"	"g"	"0"	"PRO"	""
"01A10067"	"MALT"	"Maltose"	"g"	".1"	"PRO"	""
"01A10067"	"LACT"	"Lactose"	"g"	"0"	"PRO"	""
"01A10067"	"MALT3"	"Maltotriose"	"g"	".1"	"PRO"	""
"01A10067"	"TOTALSUGARS"	"Total sugars"	"g"	".1"	"PRO"	""
"01A10067"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A10067"	"DEXTRIN"	"Dextrin"	"g"	"1.8"	"PRO"	""
"01A10067"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"2"	"PRO"	""
"01A10067"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"2"	"CHO"	""
"01A10067"	"ACETIC"	"Acetic acid"	"g"	"0"	"OA"	""
"01A10067"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A10067"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A10067"	"MALIC"	"Malic acid"	"g"	"0"	"OA"	""
"01A10067"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A10067"	"SB"	"Antimony (Sb)"	"ug"	"0"	"MNS"	""
"01A10067"	"AS"	"Arsenic (As)"	"ug"	".4"	"MNS"	""
"01A10067"	"CD"	"Cadmium (Cd)"	"ug"	"0"	"MNS"	""
