"Food ID"	"Food Name"	"Total Weight Change (%)"	"Ingredient ID"	"Ingredient Name"	"Ingredient Weight (g)"	"Retention Factor"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"03A10060"	"Egg, chicken, whole, raw"	"100.000"	"101"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"02A20082"	"Flour, rice"	"225.000"	"301"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"04A10060"	"Butter, salted"	"70.000"	"0"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"386.000"	"2152"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"11A10028"	"Seed, sunflower"	"160.000"	"0"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"10F60091"	"Salt, cooking"	"9.000"	"0"
"02B10514"	"Bread, gluten free, homemade"	"-9.0"	"14B10123"	"Baking soda (bicarbonate), dry powder"	"8.200"	"0"
"02B10532"	"Bread, gluten free, homemade, toasted"	"-16.0"	"02B10514"	"Bread, gluten free, homemade"	"100.000"	"301"
"02B10584"	"Bread, mixed grain, toasted"	"-15.0"	"02B10583"	"Bread, mixed grain"	"100.000"	"306"
"02B10586"	"Bread roll, mixed grain, toasted"	"-15.0"	"02B10585"	"Bread roll, mixed grain"	"100.000"	"306"
"02B10589"	"Bread, pumpernickel, toasted"	"-15.0"	"02B10588"	"Bread, pumpernickel"	"100.000"	"306"
"02A10334"	"Rice porridge (congee), cooked"	"-13.8"	"01B10277"	"Water, tap"	"2000.000"	"0"
"02A10334"	"Rice porridge (congee), cooked"	"-13.8"	"02A10309"	"Rice, white, raw"	"205.000"	"432"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"14B10123"	"Baking soda (bicarbonate), dry powder"	"4.000"	"0"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"12C10358"	"Chocolate, compound, cooking"	"200.000"	"1"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"04A10060"	"Butter, salted"	"250.000"	"0"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"12A10066"	"Sugar, brown"	"271.250"	"0"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"03A10060"	"Egg, chicken, whole, raw"	"192.000"	"101"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"01B10288"	"Cocoa powder"	"22.000"	"301"
"02E50239"	"Brownie, chocolate, without nuts, homemade"	"-8.0"	"02A20079"	"Flour, wheat, white, plain"	"175.000"	"301"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"14B10123"	"Baking soda (bicarbonate), dry powder"	"5.000"	"0"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"04A10060"	"Butter, salted"	"125.000"	"0"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"01B10288"	"Cocoa powder"	"18.000"	"0"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"12A10064"	"Sugar, white, granulated or lump"	"210.000"	"0"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"03A10060"	"Egg, chicken, whole, raw"	"96.000"	"101"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"10F60091"	"Salt, cooking"	"1.500"	"0"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"02A20079"	"Flour, wheat, white, plain"	"140.000"	"301"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"11B10158"	"Nut, walnut, raw"	"55.000"	"2203"
"02E50240"	"Brownie, chocolate, with nuts, homemade"	"-8.0"	"10F60094"	"Vanilla, artificial, extract, alcohol free"	"4.750"	"0"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"04A10060"	"Butter, salted"	"125.000"	"5019"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"12A10064"	"Sugar, white, granulated or lump"	"262.500"	"0"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"03A10060"	"Egg, chicken, whole, raw"	"144.000"	"101"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"02A20078"	"Flour, wheat, white, self-raising"	"280.000"	"301"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"14B10123"	"Baking soda (bicarbonate), dry powder"	"6.000"	"0"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"10E10082"	"Cinnamon, ground"	"2.000"	"0"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"09A50034"	"Cream, sour"	"190.000"	"2153"
"02E10424"	"Cake, banana, uniced, homemade"	"-12.0"	"06D10443"	"Banana, cavendish, peeled, raw"	"250.000"	"151"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"12A10064"	"Sugar, white, granulated or lump"	"262.500"	"0"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"04C10072"	"Oil, blend of polyunsaturated vegetable oils"	"175.000"	"0"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"03A10060"	"Egg, chicken, whole, raw"	"144.000"	"101"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"02A20078"	"Flour, wheat, white, self-raising"	"210.000"	"301"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"14B10123"	"Baking soda (bicarbonate), dry powder"	"3.000"	"0"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"10E10082"	"Cinnamon, ground"	"3.000"	"0"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"10E10084"	"Ginger, dried, ground"	"1.000"	"0"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"11B10158"	"Nut, walnut, raw"	"55.000"	"2203"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"13A11407"	"Carrot, mature, peeled, raw"	"500.000"	"3451"
"02E10426"	"Cake, carrot, uniced, homemade"	"-12.0"	"06D10445"	"Sultana"	"72.000"	"0"
"02E10430"	"Cake, chocolate, prepared from dry mix, uniced"	"-13.0"	"02E10406"	"Cake mix, chocolate flavour, dry"	"370.000"	"301"
"02E10430"	"Cake, chocolate, prepared from dry mix, uniced"	"-13.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"197.000"	"2153"
"02E10430"	"Cake, chocolate, prepared from dry mix, uniced"	"-13.0"	"03A10060"	"Egg, chicken, whole, raw"	"96.000"	"101"
"02E10430"	"Cake, chocolate, prepared from dry mix, uniced"	"-13.0"	"04B10069"	"Margarine spread, polyunsaturated (70% fat)"	"60.000"	"0"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"04A10062"	"Butter, no added salt"	"250.000"	"0"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"12A10064"	"Sugar, white, granulated or lump"	"70.000"	"0"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"12C10358"	"Chocolate, compound, cooking"	"450.000"	"0"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"02A20079"	"Flour, wheat, white, plain"	"50.000"	"301"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"01B10288"	"Cocoa powder"	"18.000"	"301"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"03A10060"	"Egg, chicken, whole, raw"	"240.000"	"101"
"02E10428"	"Cake, chocolate mud, iced, homemade"	"-12.0"	"09A50030"	"Cream, pure, 35% fat"	"125.000"	"0"
"02E10429"	"Cake, plain, prepared from dry mix, uniced"	"-13.0"	"02E10399"	"Cake mix, plain, dry"	"350.000"	"301"
"02E10429"	"Cake, plain, prepared from dry mix, uniced"	"-13.0"	"04B10069"	"Margarine spread, polyunsaturated (70% fat)"	"54.000"	"0"
"02E10429"	"Cake, plain, prepared from dry mix, uniced"	"-13.0"	"03A10060"	"Egg, chicken, whole, raw"	"96.000"	"101"
"02E10429"	"Cake, plain, prepared from dry mix, uniced"	"-13.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"130.000"	"2153"
"02E10429"	"Cake, plain, prepared from dry mix, uniced"	"-13.0"	"01B10277"	"Water, tap"	"50.000"	"0"
"02E10427"	"Cake, sponge, prepared from dry mix"	"-13.0"	"02E10414"	"Cake mix, sponge, dry"	"280.000"	"301"
"02E10427"	"Cake, sponge, prepared from dry mix"	"-13.0"	"03A10060"	"Egg, chicken, whole, raw"	"96.000"	"101"
"02E10427"	"Cake, sponge, prepared from dry mix"	"-13.0"	"01B10277"	"Water, tap"	"125.000"	"0"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"04A10060"	"Butter, salted"	"75.000"	"2153"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"03A10060"	"Egg, chicken, whole, raw"	"48.000"	"101"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"02A20078"	"Flour, wheat, white, self-raising"	"140.000"	"301"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"87.720"	"2153"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"12A10064"	"Sugar, white, granulated or lump"	"150.000"	"0"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"10E10082"	"Cinnamon, ground"	"1.500"	"0"
"02E10425"	"Cake, tea cake, cinnamon topped, homemade"	"-12.0"	"10F60094"	"Vanilla, artificial, extract, alcohol free"	"4.000"	"0"
"02E30108"	"Doughnut, jam filled, sugar coated"	"0.0"	"02E30106"	"Doughnut, dusted with cinnamon & sugar"	"90.000"	"0"
"02E30108"	"Doughnut, jam filled, sugar coated"	"0.0"	"12B10064"	"Jam, berry"	"10.000"	"0"
"02E30102"	"Pancake, prepared from dry mix"	"-16.0"	"02E30099"	"Pancake, dry mix, commercial"	"375.000"	"305"
"02E30102"	"Pancake, prepared from dry mix"	"-16.0"	"01B10277"	"Water, tap"	"375.000"	"0"
"02E30097"	"Pancake, homemade"	"-16.0"	"04A10060"	"Butter, salted"	"18.000"	"5019"
"02E30097"	"Pancake, homemade"	"-16.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"250.000"	"2151"
"02E30097"	"Pancake, homemade"	"-16.0"	"03A10060"	"Egg, chicken, whole, raw"	"48.000"	"103"
"02E30097"	"Pancake, homemade"	"-16.0"	"02A20079"	"Flour, wheat, white, plain"	"140.000"	"304"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"14B10123"	"Baking soda (bicarbonate), dry powder"	"4.500"	"0"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"06C10179"	"Date, dried"	"170.000"	"251"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"01B10277"	"Water, tap"	"300.000"	"0"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"04A10062"	"Butter, no added salt"	"190.000"	"5019"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"12A10064"	"Sugar, white, granulated or lump"	"170.000"	"0"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"03A10060"	"Egg, chicken, whole, raw"	"96.000"	"101"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"09A50030"	"Cream, pure, 35% fat"	"120.000"	"2153"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"02A20078"	"Flour, wheat, white, self-raising"	"170.000"	"301"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"12A10066"	"Sugar, brown"	"200.000"	"0"
"02E50238"	"Pudding, sticky date, homemade"	"-12.0"	"10F60094"	"Vanilla, artificial, extract, alcohol free"	"2.400"	"0"
"02E20081"	"Rock cake, homemade"	"-14.0"	"04A10060"	"Butter, salted"	"80.000"	"0"
"02E20081"	"Rock cake, homemade"	"-14.0"	"02A20078"	"Flour, wheat, white, self-raising"	"280.000"	"301"
"02E20081"	"Rock cake, homemade"	"-14.0"	"12A10064"	"Sugar, white, granulated or lump"	"80.000"	"0"
"02E20081"	"Rock cake, homemade"	"-14.0"	"06D10445"	"Sultana"	"100.000"	"0"
"02E20081"	"Rock cake, homemade"	"-14.0"	"03A10060"	"Egg, chicken, whole, raw"	"50.000"	"101"
"02E20081"	"Rock cake, homemade"	"-14.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"105.000"	"2151"
"02E20081"	"Rock cake, homemade"	"-14.0"	"10F60091"	"Salt, cooking"	"0.400"	"0"
"02E20082"	"Scone, pumpkin, homemade"	"-14.0"	"02A20078"	"Flour, wheat, white, self-raising"	"325.000"	"301"
"02E20082"	"Scone, pumpkin, homemade"	"-14.0"	"12A10064"	"Sugar, white, granulated or lump"	"35.000"	"0"
"02E20082"	"Scone, pumpkin, homemade"	"-14.0"	"13A11582"	"Pumpkin, queensland blue, peeled, boiled"	"1.000"	"3788"
"02E20082"	"Scone, pumpkin, homemade"	"-14.0"	"04A10060"	"Butter, salted"	"40.000"	"0"
"02E20082"	"Scone, pumpkin, homemade"	"-14.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"102.000"	"2151"
"02E20082"	"Scone, pumpkin, homemade"	"-14.0"	"03A10060"	"Egg, chicken, whole, raw"	"50.000"	"101"
"02E20080"	"Scone, with dried fruit, homemade"	"-14.0"	"06D10445"	"Sultana"	"45.000"	"0"
"02E20080"	"Scone, with dried fruit, homemade"	"-14.0"	"02A20078"	"Flour, wheat, white, self-raising"	"280.000"	"301"
"02E20080"	"Scone, with dried fruit, homemade"	"-14.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"220.000"	"2151"
"02E20080"	"Scone, with dried fruit, homemade"	"-14.0"	"04A10060"	"Butter, salted"	"45.000"	"0"
"02E20080"	"Scone, with dried fruit, homemade"	"-14.0"	"12A10064"	"Sugar, white, granulated or lump"	"30.000"	"0"
"02E20080"	"Scone, with dried fruit, homemade"	"-14.0"	"10F60091"	"Salt, cooking"	"1.000"	"0"
"02E30101"	"Yorkshire pudding, added fat, homemade"	"-16.0"	"02A20079"	"Flour, wheat, white, plain"	"140.000"	"301"
"02E30101"	"Yorkshire pudding, added fat, homemade"	"-16.0"	"03A10060"	"Egg, chicken, whole, raw"	"48.000"	"101"
"02E30101"	"Yorkshire pudding, added fat, homemade"	"-16.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"258.000"	"2151"
"02E30101"	"Yorkshire pudding, added fat, homemade"	"-16.0"	"04C10072"	"Oil, blend of polyunsaturated vegetable oils"	"30.000"	"0"
"02E30101"	"Yorkshire pudding, added fat, homemade"	"-16.0"	"10F60091"	"Salt, cooking"	"0.400"	"0"
"02A10333"	"Cornmeal (polenta), cooked in water, with added salt"	"-5.0"	"02A10286"	"Cornmeal (polenta), raw"	"325.000"	"302"
